,document_number,agency,action,due_date,
7,EO-14248,Federal Voter Registration Agencies,Assess citizenship prior to providing voter registration forms to public assistance enrollees,Ongoing,,,,,
8,EO-14248,Department of Justice,Prioritize enforcement of laws restricting non-citizens from registering/voting,Ongoing,,,,,
9,EO-14248,Department of Justice,Coordinate with state attorneys general on review/prosecution of aliens unlawfully registered,Ongoing,,,,,
10,EO-14248,Social Security Administration,Make SSN Verification Service and Death Master File available to election officials,Ongoing,,,,,
11,EO-14248,Department of Justice,Ensure compliance with requirements of 52 U.S.C. 20507(g),Ongoing,,,,,
12,EO-14248,Department of Justice,Take action against states failing to comply with list maintenance requirements,Ongoing,,,,,
13,EO-14248,Department of Defense,Update Federal Post Card Application to require proof of citizenship and voting eligibility,Ongoing,,,,,
14,EO-14248,Election Assistance Commission,Cease providing funds to states not complying with federal election laws,Ongoing,,,,,
15,EO-14248,Election Assistance Commission,Amend Voluntary Voting System Guidelines 2.0 to establish new standards,Ongoing,,,,,
16,EO-14248,Election Assistance Commission,Review and re-certify voting systems under new standards,2025-09-21,,,,,
17,EO-14248,Election Assistance Commission,Report HAVA fund expenditure discrepancies to Department of Justice,Ongoing,,,,,
18,EO-14248,Department of Homeland Security,Prioritize funding for state/local election offices complying with voting system guidelines,Ongoing,,,,,
19,EO-14248,Federal Emergency Management Agency,Prioritize funding for state/local election offices complying with voting system guidelines,Ongoing,,,,,
20,EO-14248,Department of Justice,Enter information-sharing agreements with state election officials on election law violations,Ongoing,,,,,
21,EO-14248,Department of Justice,Prioritize enforcement in states unwilling to enter information-sharing agreements,Ongoing,,,,,
22,EO-14248,Department of Justice,Review potential withholding of grants to non-cooperative states,Ongoing,,,,,
23,EO-14248,Department of Justice,Align litigation positions with the purpose and policy of this order,Ongoing,,,,,
24,EO-14248,Department of Justice,Prevent non-citizens from being involved in federal election administration,Ongoing,,,,,
25,EO-14248,Department of Homeland Security,Prevent non-citizens from being involved in federal election administration,Ongoing,,,,,
26,EO-14248,Department of Homeland Security,Review and report on security of electronic systems used in voter registration and voting,Ongoing,,,,,
27,EO-14248,Department of Justice,Enforce laws against states counting ballots received after Election Day,Ongoing,,,,,
28,EO-14248,Election Assistance Commission,Condition funding on states' compliance with uniform ballot receipt deadline,Ongoing,,,,,
29,EO-14248,Department of Justice,Prioritize enforcement to prevent foreign nationals from contributing to US elections,Ongoing,,,,,
30,EO-14248,Department of Treasury,Consult with DOJ on enforcement to prevent foreign nationals from contributing to US elections,Ongoing,,,,,
31,EO-14248,Department of Justice,Prioritize enforcement against lobbying by organizations receiving federal funds,Ongoing,,,,,
32,EO-14248,All Agencies,Cease all actions implementing Executive Order 14019,Ongoing,,,,,
33,EO-14248,All Agencies,Submit report on compliance with cessation of EO 14019 implementation,2025-06-23,,,,,
34,EO-14248,Election Assistance Commission,Submit report on compliance with cessation of EO 14019 implementation,2025-06-23,,,,,
0,EO-14249,Treasury,Update guidance and enhance systems for pre-certification verification processes,Ongoing,,,,,
1,EO-14249,All Agencies,Review and modify system of records notices to include routine use for Treasury,2025-06-23,,,,,
2,EO-14249,Treasury,Issue guidance on data access for fraud and improper payment detection,Ongoing,,,,,
3,EO-14249,All Agencies,Comply with Treasury disbursement requirements and pre-certification requirements,Ongoing,,,,,
4,EO-14249,Treasury,Consider issuing instructions on pre-certification criteria,Ongoing,,,,,
5,EO-14249,All Agencies,Submit payment files with sufficient lead time for fraud screening,Ongoing,,,,,
6,EO-14249,Treasury,Establish transparent process for payment verification exemption requests,Ongoing,,,,,
7,EO-14249,OMB,Issue guidance for CFO Act agencies to consolidate core financial systems,2025-09-21,,,,,
8,EO-14249,OMB & Treasury,Issue guidance for non-CFO Act agencies to consolidate financial management services,2025-09-21,,,,,
9,EO-14249,CFO Act Agencies,Use standard financial management solutions from Financial Management Marketplace,Ongoing,,,,,
10,EO-14249,All Agencies,Ensure core financial systems comply with federal standards and regulations,Ongoing,,,,,
11,EO-14249,Treasury,Assess delegated disbursing authority and issue revocation notices as appropriate,2025-04-24,,,,,
12,EO-14249,Defense & Homeland Security & Justice,Work with Treasury to delegate disbursing activities to Treasury's Chief Disbursing Officer,Ongoing,,,,,
13,EO-14249,Treasury,Develop plan to centralize and manage all payments previously disbursed by NTDOs,Ongoing,,,,,
14,EO-14249,Treasury,Establish transition plan for agencies operating as NTDOs,Ongoing,,,,,
15,EO-14249,Agencies with delegated disbursing authority,Decommission internal payment systems and use Treasury's disbursement systems,Ongoing,,,,,
16,EO-14249,All Agencies,Submit compliance plan to OMB,2025-06-23,,,,,
17,EO-14249,Treasury,Submit implementation report to the President,2025-09-21,,,,,
0,EO-14245,Department of State,Determine whether to impose 25% tariff on countries importing Venezuelan oil,2025-04-02,,,,,
1,EO-14245,"Department of State, Department of Treasury, Department of Commerce, Department of Homeland Security, USTR",Consult on tariff imposition decisions,2025-04-02,,,,,
2,EO-14245,Department of Commerce,Determine whether countries have imported Venezuelan oil directly or indirectly,Ongoing,,,,,
3,EO-14245,Department of Commerce,Issue regulations and guidance to implement the order,Ongoing,,,,,
4,EO-14245,Department of Commerce,"Coordinate with other agencies to ensure compliance, in coordination with State Department and Attorney General",Ongoing,,,,,
5,EO-14245,Department of Commerce,Take additional actions to carry out the purposes of the order,Ongoing,,,,,
6,EO-14245,"Department of State, Department of Commerce",Submit initial report to the President assessing tariff effectiveness and Maduro regime conduct,2025-09-20,,,,,
7,EO-14245,"Department of State, Department of Commerce",Submit periodic reports to the President (every 180 days after initial report),Ongoing,,,,,
8,EO-14245,Department of Commerce,"Determine when to expire tariffs earlier than one year after last oil import, in consultation with State, Treasury, Homeland Security, and USTR",Ongoing,,,,,
0,EO-14244,,,,,,,,
0,EO-14240,All Agency Heads,Submit proposals to GSA Administrator for GSA to conduct domestic procurement of common goods and services,2025-05-19,,,,,
1,EO-14240,GSA Administrator,Submit comprehensive plan to OMB Director for GSA to procure common goods and services across domestic government components,2025-06-18,,,,,
2,EO-14240,OMB Director,Designate GSA Administrator as executive agent for all Government-wide acquisition contracts for information technology,2025-04-19,,,,,
3,EO-14240,OMB Director,Issue memorandum to agencies implementing Section 3(c) of the order,2025-04-03,,,,,
4,EO-14240,GSA Administrator,Rationalize Government-wide indefinite delivery contract vehicles for information technology,Ongoing,,,,,
0,EO-14241,All agencies involved in mineral production permitting,Provide list of mineral production projects with pending applications to NEDC Chair,2025-03-30,,,,,
1,EO-14241,All agencies involved in mineral production permitting,Identify priority projects for immediate approval in coordination with NEDC Chair,2025-04-09,,,,,
2,EO-14241,NEDC Chair,Submit mineral production projects to Permitting Council Executive Director for Dashboard consideration,2025-04-04,,,,,
3,EO-14241,Permitting Council Executive Director,Publish selected projects and establish expedited review schedules,2025-04-19,,,,,
4,EO-14241,NEDC Chair,Issue request for information on regulatory bottlenecks for mineral production,2025-04-19,,,,,
5,EO-14241,NEDC Chair and Director of Office of Legislative Affairs,Submit recommendations to President on Mining Act of 1872 clarifications,2025-04-19,,,,,
6,EO-14241,Department of Interior,Identify and provide list of Federal lands with mineral deposits to Economic Policy and National Security Advisors,2025-03-30,,,,,
7,EO-14241,Department of Defense,Identify sites on Federal land suitable for mineral production leasing,2025-04-19,,,,,
8,EO-14241,Department of Interior,Identify sites on Federal land suitable for mineral production leasing,2025-04-19,,,,,
9,EO-14241,Department of Agriculture,Identify sites on Federal land suitable for mineral production leasing,2025-04-19,,,,,
10,EO-14241,Department of Energy,Identify sites on Federal land suitable for mineral production leasing,2025-04-19,,,,,
11,EO-14241,Department of Defense,Enter into extended use leases with private entities for mineral production,Ongoing,,,,,
12,EO-14241,Department of Energy,Enter into extended use leases with private entities for mineral production,Ongoing,,,,,
13,EO-14241,Department of Defense,Coordinate with agencies to ensure favorable terms for private parties in lease agreements,2025-04-19,,,,,
14,EO-14241,Department of Energy,Coordinate with agencies to ensure favorable terms for private parties in lease agreements,2025-04-19,,,,,
15,EO-14241,Department of Defense,Utilize National Security Capital Forum to facilitate private capital for mineral projects,Ongoing,,,,,
16,EO-14241,Department of Defense,Add mineral production as priority area for Industrial Base Analysis and Sustainment Program,2025-04-19,,,,,
17,EO-14241,US International Development Finance Corporation,Develop plan with Department of Defense for dedicated mineral production fund,2025-04-19,,,,,
18,EO-14241,Export-Import Bank,Release program guidance for mineral financing tools under Supply Chain Resiliency Initiative,2025-04-19,,,,,
19,EO-14241,Assistant Secretary of Defense for Industrial Base Policy,Convene mineral buyers and create request for bids to supply minerals,2025-04-19,,,,,
20,EO-14241,Small Business Administration,Submit legislative recommendations to enhance capital activities for small businesses in mineral production,2025-05-04,,,,,
21,EO-14241,Small Business Administration,Promulgate regulations and guidance to support small businesses in mineral production,Ongoing,,,,,
0,EO-14242,Department of Education,Take all necessary steps to facilitate the closure of the Department of Education,Ongoing,,,,,
1,EO-14242,Department of Education,Return authority over education to the States and local communities,Ongoing,,,,,
2,EO-14242,Department of Education,Ensure effective and uninterrupted delivery of services during transition,Ongoing,,,,,
3,EO-14242,Department of Education,Ensure allocation of Department funds complies with Federal law and Administration policy,Ongoing,,,,,
4,EO-14242,Department of Education,"Ensure programs receiving Federal assistance terminate discrimination labeled as ""diversity equity and inclusion""",Ongoing,,,,,
0,EO-14243,All Agencies,Take all necessary steps to ensure designated Federal officials have full access to unclassified agency records for identifying waste/fraud/abuse,Ongoing,,,,,
1,EO-14243,All Agencies,Rescind or modify agency guidance that serves as a barrier to information sharing,2025-04-19,,,,,
2,EO-14243,All Agencies,Review agency regulations governing unclassified data access and submit report to OMB,2025-04-19,,,,,
3,EO-14243,All Agencies,Ensure Federal Government has unfettered access to data from State programs receiving Federal funding,Ongoing,,,,,
4,EO-14243,Department of Labor,Provide unfettered access to all unemployment data and related payment records,Ongoing,,,,,
5,EO-14243,All Agencies,Conduct review of classified information policies and submit report to OMB,2025-05-04,,,,,
0,EO-14239,Assistant to the President for National Security Affairs,Publish a National Resilience Strategy in coordination with Assistant to the President for Economic Policy and relevant agency heads,2025-06-16,,,,,
1,EO-14239,Assistant to the President for National Security Affairs,Review all critical infrastructure policies and recommend revisions to the President in coordination with OSTP and relevant agencies,2025-09-14,,,,,
2,EO-14239,Assistant to the President for National Security Affairs,Review all national continuity policies and recommend revisions to the President in coordination with relevant agencies,2025-09-14,,,,,
3,EO-14239,Assistant to the President for National Security Affairs,Review all national preparedness and response policies and recommend revisions to the President in coordination with relevant agencies,2025-11-13,,,,,
4,EO-14239,Assistant to the President for National Security Affairs,Coordinate development of a National Risk Register with OMB and relevant agencies,2025-11-13,,,,,
5,EO-14239,Department of Homeland Security,Propose changes to Federal National Functions Constructs policies and implementing documents,2026-03-18,,,,,
6,EO-14239,Assistant to the President for National Security Affairs,Review and revise the National Resilience Strategy,Ongoing,,,,,
7,EO-14239,Assistant to the President for National Security Affairs,Review and revise the National Risk Register,Ongoing,,,,,
0,EO-14236,Assistant to the President for Domestic Policy,Continue compiling lists of additional orders to be rescinded,Ongoing,,,,,
1,EO-14236,Assistant to the President for Economic Policy,Continue compiling lists of additional orders to be rescinded,Ongoing,,,,,
2,EO-14236,Assistant to the President for National Security Affairs,Continue compiling lists of additional orders to be rescinded,Ongoing,,,,,
0,EO-14237,Attorney General,Suspend active security clearances held by individuals at Paul Weiss and Mark Pomerantz,2025-03-14,,,,,
1,EO-14237,Director of National Intelligence,Suspend active security clearances held by individuals at Paul Weiss and Mark Pomerantz,2025-03-14,,,,,
2,EO-14237,All relevant agency heads,Suspend active security clearances held by individuals at Paul Weiss and Mark Pomerantz,2025-03-14,,,,,
3,EO-14237,Office of Management and Budget,Identify all Government goods/property/material/services provided for the benefit of Paul Weiss,2025-03-14,,,,,
4,EO-14237,All agency heads,Cease provision of government goods/services to Paul Weiss,2025-03-14,,,,,
5,EO-14237,Government contracting agencies,Require contractors to disclose business with Paul Weiss,2025-03-14,,,,,
6,EO-14237,All agency heads,Review all contracts with Paul Weiss or entities doing business with Paul Weiss,2025-03-14,,,,,
7,EO-14237,All agency heads,Take steps to terminate contracts where Paul Weiss performs services,2025-03-14,,,,,
8,EO-14237,All agency heads,Submit assessment of contracts with Paul Weiss and actions taken to OMB,2025-04-13,,,,,
9,EO-14237,All agency heads,Provide guidance limiting Paul Weiss employees' access to Federal buildings,2025-03-14,,,,,
10,EO-14237,All agency heads,Provide guidance limiting government employees' engagement with Paul Weiss employees,2025-03-14,,,,,
11,EO-14237,All agency heads,Refrain from hiring Paul Weiss employees without agency head waiver,Ongoing,,,,,
0,EO-14238,Federal Mediation and Conciliation Service,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,,,,
1,EO-14238,United States Agency for Global Media,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,,,,
2,EO-14238,Woodrow Wilson International Center for Scholars,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,,,,
3,EO-14238,Institute of Museum and Library Services,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,,,,
4,EO-14238,United States Interagency Council on Homelessness,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,,,,
5,EO-14238,Community Development Financial Institutions Fund,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,,,,
6,EO-14238,Minority Business Development Agency,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,,,,
7,EO-14238,Office of Management and Budget,Review reports from agencies and reject funding requests inconsistent with the order,Ongoing,,,,,
8,EO-14238,Federal Mediation and Conciliation Service,Eliminate non-statutory components and reduce statutory functions to minimum required by law,Ongoing,,,,,
9,EO-14238,United States Agency for Global Media,Eliminate non-statutory components and reduce statutory functions to minimum required by law,Ongoing,,,,,
10,EO-14238,Woodrow Wilson International Center for Scholars,Eliminate non-statutory components and reduce statutory functions to minimum required by law,Ongoing,,,,,
11,EO-14238,Institute of Museum and Library Services,Eliminate non-statutory components and reduce statutory functions to minimum required by law,Ongoing,,,,,
12,EO-14238,United States Interagency Council on Homelessness,Eliminate non-statutory components and reduce statutory functions to minimum required by law,Ongoing,,,,,
13,EO-14238,Community Development Financial Institutions Fund,Eliminate non-statutory components and reduce statutory functions to minimum required by law,Ongoing,,,,,
14,EO-14238,Minority Business Development Agency,Eliminate non-statutory components and reduce statutory functions to minimum required by law,Ongoing,,,,,
0,EO-14235,Department of Education,Propose revisions to 34 CFR 685.219 (Public Service Loan Forgiveness Program) to exclude organizations engaging in activities with substantial illegal purpose,Ongoing,,,,,
1,EO-14235,Department of Treasury,Coordinate with Department of Education on revisions to 34 CFR 685.219 as appropriate,Ongoing,,,,,
0,EO-14230,Attorney General,Suspend active security clearances held by individuals at Perkins Coie,Immediate,,,,,
1,EO-14230,Director of National Intelligence,Suspend active security clearances held by individuals at Perkins Coie,Immediate,,,,,
2,EO-14230,All relevant agency heads,Suspend active security clearances held by individuals at Perkins Coie,Immediate,,,,,
3,EO-14230,Office of Management and Budget,Identify all Government goods/property/material/services provided to Perkins Coie,Immediate,,,,,
4,EO-14230,All agency heads,Cease provision of material or services to Perkins Coie,Immediate,,,,,
5,EO-14230,Government contracting agencies,Require contractors to disclose business with Perkins Coie,Immediate,,,,,
6,EO-14230,All agency heads,Review all contracts with Perkins Coie or entities doing business with them,Immediate,,,,,
7,EO-14230,All agency heads,Take steps to terminate contracts with Perkins Coie,Immediate,,,,,
8,EO-14230,All agency heads,Submit assessment of contracts with Perkins Coie to OMB,2025-04-05,,,,,
9,EO-14230,Equal Employment Opportunity Commission Chair,Review practices of large law firms for Title VII compliance,Immediate,,,,,
10,EO-14230,Attorney General,Investigate large law firms for compliance with non-discrimination laws,Immediate,,,,,
11,EO-14230,All agency heads,Provide guidance limiting Perkins Coie employee access to Federal buildings,Immediate,,,,,
12,EO-14230,All agency heads,Provide guidance limiting Government employee engagement with Perkins Coie,Immediate,,,,,
13,EO-14230,All agency heads,Refrain from hiring Perkins Coie employees without waiver,Ongoing,,,,,
0,EO-14231,Customs and Border Protection,Implement tariff exemptions for goods of Canada under HTSUS general note 11,2025-03-07,,,,,
1,EO-14231,Customs and Border Protection,Reduce duty rate on potash not exempt under Section 2(a) to 10 percent,2025-03-07,,,,,
0,EO-14232,Department of Commerce,Implement tariff exemptions for goods of Mexico under general note 11 to the HTSUS,2025-03-07,,,,,
1,EO-14232,Department of Commerce,Reduce additional duty rate on potash not exempt under Section 2(a) to 10 percent,2025-03-07,,,,,
2,EO-14232,Department of the Treasury,Implement tariff exemptions for goods of Mexico under general note 11 to the HTSUS,2025-03-07,,,,,
3,EO-14232,Department of the Treasury,Reduce additional duty rate on potash not exempt under Section 2(a) to 10 percent,2025-03-07,,,,,
4,EO-14232,U.S. Customs and Border Protection,Apply modified tariff rates to goods entered for consumption on or after March 7 2025,2025-03-07,,,,,
0,EO-14233,Department of the Treasury,Establish an office to administer and maintain control of the Strategic Bitcoin Reserve,2025-04-05,,,,,
1,EO-14233,Department of the Treasury,Establish an office to administer and maintain control of the United States Digital Asset Stockpile,2025-04-05,,,,,
2,EO-14233,All Executive Agencies,Review authorities to transfer Government BTC to the Strategic Bitcoin Reserve and submit report to Treasury Secretary,2025-04-05,,,,,
3,EO-14233,All Executive Agencies,Review authorities to transfer Stockpile Assets to the United States Digital Asset Stockpile and submit report to Treasury Secretary,2025-04-05,,,,,
4,EO-14233,Department of the Treasury,Determine strategies for responsible stewardship of the United States Digital Asset Stockpile,Ongoing,,,,,
5,EO-14233,Department of the Treasury & Department of Commerce,Develop strategies for acquiring additional Government BTC that are budget neutral,Ongoing,,,,,
6,EO-14233,Department of the Treasury,Deliver evaluation of legal and investment considerations for establishing and managing the Strategic Bitcoin Reserve and United States Digital Asset Stockpile,2025-05-05,,,,,
7,EO-14233,All Executive Agencies,Provide full accounting of all Government Digital Assets to Treasury Secretary and President's Working Group on Digital Asset Markets,2025-04-05,,,,,
0,EO-14229,Department of the Interior,Update procedures and take actions to rename Anahuac National Wildlife Refuge as Jocelyn Nungaray National Wildlife Refuge,2025-04-03,,,,,
1,EO-14229,Department of the Interior,Provide guidance to ensure all Federal references reflect the renaming of the wildlife refuge,Ongoing,,,,,
0,EO-14228,Office of the United States Trade Representative,Implement increase of ad valorem tariffs on PRC products from 10% to 20%,2025-03-03,,,,,
1,EO-14228,Department of Treasury,Monitor compliance with increased tariffs on PRC products,Ongoing,,,,,
2,EO-14228,Department of Commerce,Enforce increased tariffs on PRC products,Ongoing,,,,,
3,EO-14228,Customs and Border Protection,Apply 20% tariff rate to applicable PRC imports,2025-03-03,,,,,
0,EO-14223,Department of Commerce,Initiate an investigation under section 232 of the Trade Expansion Act on imports of timber lumber and derivative products,Immediate,,,,,
1,EO-14223,Department of Commerce,Consult with Secretary of Defense and other relevant agency heads on national security risks of timber/lumber imports,Ongoing,,,,,
2,EO-14223,Department of Commerce,Submit report to President on findings and recommendations regarding timber/lumber imports and national security,2025-11-26,,,,,
3,EO-14223,Department of Commerce,Provide recommendations on actions to mitigate threats including potential tariffs export controls or incentives,2025-11-26,,,,,
4,EO-14223,Department of Commerce,Provide policy recommendations for strengthening US timber and lumber supply chain,2025-11-26,,,,,
0,EO-14224,Attorney General,Rescind policy guidance documents issued pursuant to Executive Order 13166,Ongoing,,,,,
1,EO-14224,Attorney General,Provide updated guidance consistent with applicable law,Ongoing,,,,,
0,EO-14225,Department of Interior,Issue new or updated guidance on tools to facilitate increased timber production through BLM,2025-03-31,,,,,
1,EO-14225,Department of Agriculture,Issue new or updated guidance on tools to facilitate increased timber production through USFS,2025-03-31,,,,,
2,EO-14225,Department of Interior,Submit legislative proposals to expand authorities for timber production to OMB,2025-03-31,,,,,
3,EO-14225,Department of Agriculture,Submit legislative proposals to expand authorities for timber production to OMB,2025-03-31,,,,,
4,EO-14225,Department of Interior & Department of Commerce,Complete strategy on USFS and BLM forest management projects under ESA Section 7,2025-04-30,,,,,
5,EO-14225,Department of Interior,Examine authorities for delegating ESA Section 7 consultation requirements,2025-04-30,,,,,
6,EO-14225,Department of Interior,Provide legislative proposal for streamlining ESA consultation if necessary,2025-04-30,,,,,
7,EO-14225,Department of Interior & Department of Agriculture,Submit plan with timber sale targets for next 4 years from BLM and USFS lands,2025-05-30,,,,,
8,EO-14225,Department of Interior & Department of Agriculture,Complete the Whitebark Pine Rangewide Programmatic Consultation,2025-06-29,,,,,
9,EO-14225,Department of Interior & Department of Agriculture,Consider and adopt categorical exclusions established by other agencies if appropriate,2025-08-28,,,,,
10,EO-14225,Department of Interior,Consider establishing new categorical exclusion for timber thinning,2025-12-06,,,,,
11,EO-14225,Department of Interior,Consider re-establishing categorical exclusion for timber salvage activities,2025-12-06,,,,,
12,EO-14225,All relevant agencies,Eliminate undue delays in permitting processes for timber production,Ongoing,,,,,
13,EO-14225,All relevant agencies,Suspend/revise/rescind regulations that impose undue burden on timber production,Ongoing,,,,,
14,EO-14225,Endangered Species Committee,Review submissions promptly and identify legal deficiencies,Ongoing,,,,,
15,EO-14225,Endangered Species Committee,Develop and submit report on ESA obstacles to timber production,Ongoing,,,,,
16,EO-14225,Department of Interior,Ensure FWS Director is available for consultation on ESA emergency regulations,Ongoing,,,,,
17,EO-14225,Department of Commerce,Ensure Assistant Administrator for Fisheries is available for consultation on ESA emergency regulations,Ongoing,,,,,
0,EO-14226,Secretary of Commerce,Notify the President when adequate systems are in place to process and collect tariff revenue for covered articles eligible for de minimis treatment,Ongoing,,,,,
0,EO-14227,Department of Commerce,Notify the President when adequate systems are in place to fully and expeditiously process and collect tariff revenue applicable for covered articles otherwise eligible for de minimis treatment,Ongoing,,,,,
0,EO-14220,Department of Commerce,Initiate investigation under section 232 of the Trade Expansion Act on effects of copper imports on national security,2025-02-25,,,,,
1,EO-14220,Department of Commerce,Consult with Secretary of Defense on national security risks of copper import dependency,2025-11-22,,,,,
2,EO-14220,Department of Commerce,Consult with Secretary of the Interior on national security risks of copper import dependency,2025-11-22,,,,,
3,EO-14220,Department of Commerce,Consult with Secretary of Energy on national security risks of copper import dependency,2025-11-22,,,,,
4,EO-14220,Department of Commerce,Consult with other relevant agency heads as determined by Secretary of Commerce,2025-11-22,,,,,
5,EO-14220,Department of Commerce,Submit report to President on findings and recommendations regarding copper imports and national security,2025-11-22,,,,,
0,EO-14221,Department of Treasury,Take action to require disclosure of actual prices of items and services (not estimates),2025-05-26,,,,,
1,EO-14221,Department of Labor,Take action to require disclosure of actual prices of items and services (not estimates),2025-05-26,,,,,
2,EO-14221,Department of Health and Human Services,Take action to require disclosure of actual prices of items and services (not estimates),2025-05-26,,,,,
3,EO-14221,Department of Treasury,Issue updated guidance or proposed regulatory action ensuring pricing information is standardized and easily comparable across hospitals and health plans,2025-05-26,,,,,
4,EO-14221,Department of Labor,Issue updated guidance or proposed regulatory action ensuring pricing information is standardized and easily comparable across hospitals and health plans,2025-05-26,,,,,
5,EO-14221,Department of Health and Human Services,Issue updated guidance or proposed regulatory action ensuring pricing information is standardized and easily comparable across hospitals and health plans,2025-05-26,,,,,
6,EO-14221,Department of Treasury,Issue guidance or proposed regulatory action updating enforcement policies for compliance with transparent reporting of complete and accurate data,2025-05-26,,,,,
7,EO-14221,Department of Labor,Issue guidance or proposed regulatory action updating enforcement policies for compliance with transparent reporting of complete and accurate data,2025-05-26,,,,,
8,EO-14221,Department of Health and Human Services,Issue guidance or proposed regulatory action updating enforcement policies for compliance with transparent reporting of complete and accurate data,2025-05-26,,,,,
0,EO-14217,Presidio Trust,Submit report to OMB Director confirming compliance and stating statutory requirements,2025-03-05,,,,,
1,EO-14217,Inter-American Foundation,Submit report to OMB Director confirming compliance and stating statutory requirements,2025-03-05,,,,,
2,EO-14217,United States African Development Foundation,Submit report to OMB Director confirming compliance and stating statutory requirements,2025-03-05,,,,,
3,EO-14217,United States Institute of Peace,Submit report to OMB Director confirming compliance and stating statutory requirements,2025-03-05,,,,,
4,EO-14217,Office of Personnel Management,Initiate process to withdraw regulations at 5 CFR part 960 to eliminate Federal Executive Boards,Ongoing,,,,,
5,EO-14217,Office of Personnel Management,Initiate process to withdraw regulations at 5 CFR part 362 subpart D to terminate Presidential Management Fellows Program,Ongoing,,,,,
6,EO-14217,United States Agency for International Development,Terminate the Advisory Committee on Voluntary Foreign Aid,2025-03-05,,,,,
7,EO-14217,Bureau of Consumer Financial Protection,Terminate the Academic Research Council,2025-03-05,,,,,
8,EO-14217,Bureau of Consumer Financial Protection,Terminate the Credit Union Advisory Council,2025-03-05,,,,,
9,EO-14217,Federal Deposit Insurance Corporation,Terminate the Community Bank Advisory Council,2025-03-05,,,,,
10,EO-14217,Department of Health and Human Services,Terminate the Secretary's Advisory Committee on Long COVID,2025-03-05,,,,,
11,EO-14217,Centers for Medicare and Medicaid Services,Terminate the Health Equity Advisory Committee,2025-03-05,,,,,
12,EO-14217,"Assistant to the President for National Security Affairs, Assistant to the President for Economic Policy, and Assistant to the President for Domestic Policy",Identify and submit additional unnecessary governmental entities and Federal Advisory Committees for termination,2025-03-21,,,,,
13,EO-14217,Office of Management and Budget,Review and reject funding requests from listed governmental entities inconsistent with the order,Ongoing,,,,,
0,EO-14218,All Executive Departments and Agencies,Identify all federally funded programs that permit illegal aliens to obtain public benefits,Ongoing,,,,,
1,EO-14218,All Executive Departments and Agencies,Take appropriate actions to align programs with the order and federal law requirements,Ongoing,,,,,
2,EO-14218,All Executive Departments and Agencies,Ensure federal payments to states and localities do not facilitate illegal immigration or sanctuary policies,Ongoing,,,,,
3,EO-14218,All Executive Departments and Agencies,Enhance eligibility verification systems to exclude ineligible aliens from taxpayer-funded benefits,Ongoing,,,,,
4,EO-14218,All Executive Departments and Agencies,Refer improper receipt or use of Federal benefits to DOJ and DHS,Ongoing,,,,,
5,EO-14218,Office of Management and Budget,Identify all other sources of Federal funding for illegal aliens,2025-03-21,,,,,
6,EO-14218,United States DOGE Service,Identify all other sources of Federal funding for illegal aliens,2025-03-21,,,,,
7,EO-14218,Office of Management and Budget,Recommend additional agency actions to align Federal spending with the order,2025-03-21,,,,,
8,EO-14218,United States DOGE Service,Recommend additional agency actions to align Federal spending with the order,2025-03-21,,,,,
0,EO-14219,All Agency Heads,Review all regulations for consistency with law and Administration policy,2025-04-20,,,,,
1,EO-14219,All Agency Heads,Identify unconstitutional regulations and those raising constitutional difficulties,2025-04-20,,,,,
2,EO-14219,All Agency Heads,Identify regulations based on unlawful delegations of legislative power,2025-04-20,,,,,
3,EO-14219,All Agency Heads,Identify regulations not based on best reading of statutory authority,2025-04-20,,,,,
4,EO-14219,All Agency Heads,Identify regulations on significant matters without clear statutory authority,2025-04-20,,,,,
5,EO-14219,All Agency Heads,Identify regulations with costs not outweighed by benefits,2025-04-20,,,,,
6,EO-14219,All Agency Heads,Identify regulations harming national interest,2025-04-20,,,,,
7,EO-14219,All Agency Heads,Identify regulations imposing undue burdens on small business,2025-04-20,,,,,
8,EO-14219,All Agency Heads,Provide list of identified regulations to OIRA Administrator,2025-04-20,,,,,
9,EO-14219,OIRA Administrator,Consult with agency heads to develop Unified Regulatory Agenda for rescinding/modifying identified regulations,Ongoing,,,,,
10,EO-14219,All Agency Heads,Determine whether ongoing enforcement of identified regulations complies with law and Administration policy,Ongoing,,,,,
11,EO-14219,All Agency Heads,Consult with OMB Director to terminate non-compliant enforcement proceedings,Ongoing,,,,,
12,EO-14219,All Agency Heads,Consult with DOGE Team Leads and OIRA Administrator on potential new regulations,Ongoing,,,,,
13,EO-14219,OMB Director,Issue implementation guidance for the executive order,Ongoing,,,,,
0,EO-14216,Assistant to the President for Domestic Policy,Submit to the President a list of policy recommendations on protecting IVF access and reducing costs for IVF treatment,2025-05-19,,,,,
0,EO-14213,National Energy Dominance Council,Convene and establish the Council,2025-02-14,,,,,
1,EO-14213,Secretary of Interior,Serve as Chair of the Council,Ongoing,,,,,
2,EO-14213,Secretary of Energy,Serve as Vice Chair of the Council,Ongoing,,,,,
