,document_number,agency,action,due_date,document_number_bridge_blank,document_number_bridge
5,EO-14246,Government contracting agencies,Require contractors to disclose business with Jenner & Block,2025-03-25,,2025-05519,,,,
6,EO-14246,All agency heads,Review all contracts with Jenner & Block or entities doing business with them,2025-03-25,,2025-05519,,,,
7,EO-14246,All agency heads,Take steps to terminate contracts with Jenner & Block where permitted by law,2025-03-25,,2025-05519,,,,
8,EO-14246,All agency heads,Submit assessment of contracts with Jenner & Block and actions taken to OMB,2025-04-24,,2025-05519,,,,
9,EO-14246,All agency heads,Provide guidance limiting Jenner & Block employees' access to Federal buildings,2025-03-25,,2025-05519,,,,
10,EO-14246,All agency heads,Provide guidance limiting government employees' engagement with Jenner & Block employees,2025-03-25,,2025-05519,,,,
11,EO-14246,All agency officials,Refrain from hiring Jenner & Block employees without agency head waiver,Ongoing,,2025-05519,,,,
0,EO-14247,Department of the Treasury,Cease issuing paper checks for all Federal disbursements,2025-09-30,,2025-05522,,,,
1,EO-14247,All Executive Departments and Agencies,Transition to EFT methods and enroll recipients in EFT payments,2025-09-30,,2025-05522,,,,
2,EO-14247,Department of State,Eliminate need for Treasury's physical lockbox services and expedite electronic receipt of federal payments,Ongoing,,2025-05522,,,,
3,EO-14247,Department of the Treasury,Eliminate need for Treasury's physical lockbox services and expedite electronic receipt of federal payments,Ongoing,,2025-05522,,,,
4,EO-14247,Department of Health and Human Services,Eliminate need for Treasury's physical lockbox services and expedite electronic receipt of federal payments,Ongoing,,2025-05522,,,,
5,EO-14247,Department of Education,Eliminate need for Treasury's physical lockbox services and expedite electronic receipt of federal payments,Ongoing,,2025-05522,,,,
6,EO-14247,Department of Veterans Affairs,Eliminate need for Treasury's physical lockbox services and expedite electronic receipt of federal payments,Ongoing,,2025-05522,,,,
7,EO-14247,Department of Homeland Security,Eliminate need for Treasury's physical lockbox services and expedite electronic receipt of federal payments,Ongoing,,2025-05522,,,,
8,EO-14247,Department of the Treasury,Support agencies' transition to digital payment methods,Ongoing,,2025-05522,,,,
9,EO-14247,Department of the Treasury,Review and revise procedures for granting limited exceptions to electronic payments,Ongoing,,2025-05522,,,,
10,EO-14247,Department of the Treasury,Develop and implement public awareness campaign about transition to electronic payments,Ongoing,,2025-05522,,,,
11,EO-14247,Department of the Treasury,Work with financial institutions and stakeholders to address financial access for unbanked populations,Ongoing,,2025-05522,,,,
12,EO-14247,Department of the Treasury,Protect classified information and PII during implementation,Ongoing,,2025-05522,,,,
13,EO-14247,All Executive Departments and Agencies,Submit compliance plan to OMB for eliminating paper-based transactions,2025-06-23,,2025-05522,,,,
14,EO-14247,Department of the Treasury,Submit implementation report to the President through Assistant for Economic Policy,2025-09-21,,2025-05522,,,,
0,EO-14248,Election Assistance Commission,Require documentary proof of citizenship in national mail voter registration form,2025-04-24,,2025-05523,,,,
1,EO-14248,Election Assistance Commission,Require state officials to record citizenship document details on registration forms,2025-04-24,,2025-05523,,,,
2,EO-14248,Department of Homeland Security,Ensure state and local officials have access to systems for verifying citizenship status,Ongoing,,2025-05523,,,,
3,EO-14248,Department of State,Make relevant citizenship databases available to state and local election officials,Ongoing,,2025-05523,,,,
4,EO-14248,Department of Homeland Security,Review state voter registration lists alongside federal immigration databases,Ongoing,,2025-05523,,,,
5,EO-14248,Department of Homeland Security,Provide information on foreign nationals who indicated they registered/voted to Attorney General,2025-06-23,,2025-05523,,,,
6,EO-14248,Department of Homeland Security,Submit information on foreign nationals who registered/voted to state/local election officials,2025-06-23,,2025-05523,,,,
7,EO-14248,Federal Voter Registration Agencies,Assess citizenship prior to providing voter registration forms to public assistance enrollees,Ongoing,,2025-05523,,,,
8,EO-14248,Department of Justice,Prioritize enforcement of laws restricting non-citizens from registering/voting,Ongoing,,2025-05523,,,,
9,EO-14248,Department of Justice,Coordinate with state attorneys general on review/prosecution of aliens unlawfully registered,Ongoing,,2025-05523,,,,
10,EO-14248,Social Security Administration,Make SSN Verification Service and Death Master File available to election officials,Ongoing,,2025-05523,,,,
11,EO-14248,Department of Justice,Ensure compliance with requirements of 52 U.S.C. 20507(g),Ongoing,,2025-05523,,,,
12,EO-14248,Department of Justice,Take action against states failing to comply with list maintenance requirements,Ongoing,,2025-05523,,,,
13,EO-14248,Department of Defense,Update Federal Post Card Application to require proof of citizenship and voting eligibility,Ongoing,,2025-05523,,,,
14,EO-14248,Election Assistance Commission,Cease providing funds to states not complying with federal election laws,Ongoing,,2025-05523,,,,
15,EO-14248,Election Assistance Commission,Amend Voluntary Voting System Guidelines 2.0 to establish new standards,Ongoing,,2025-05523,,,,
16,EO-14248,Election Assistance Commission,Review and re-certify voting systems under new standards,2025-09-21,,2025-05523,,,,
17,EO-14248,Election Assistance Commission,Report HAVA fund expenditure discrepancies to Department of Justice,Ongoing,,2025-05523,,,,
18,EO-14248,Department of Homeland Security,Prioritize funding for state/local election offices complying with voting system guidelines,Ongoing,,2025-05523,,,,
19,EO-14248,Federal Emergency Management Agency,Prioritize funding for state/local election offices complying with voting system guidelines,Ongoing,,2025-05523,,,,
20,EO-14248,Department of Justice,Enter information-sharing agreements with state election officials on election law violations,Ongoing,,2025-05523,,,,
21,EO-14248,Department of Justice,Prioritize enforcement in states unwilling to enter information-sharing agreements,Ongoing,,2025-05523,,,,
22,EO-14248,Department of Justice,Review potential withholding of grants to non-cooperative states,Ongoing,,2025-05523,,,,
23,EO-14248,Department of Justice,Align litigation positions with the purpose and policy of this order,Ongoing,,2025-05523,,,,
24,EO-14248,Department of Justice,Prevent non-citizens from being involved in federal election administration,Ongoing,,2025-05523,,,,
25,EO-14248,Department of Homeland Security,Prevent non-citizens from being involved in federal election administration,Ongoing,,2025-05523,,,,
26,EO-14248,Department of Homeland Security,Review and report on security of electronic systems used in voter registration and voting,Ongoing,,2025-05523,,,,
27,EO-14248,Department of Justice,Enforce laws against states counting ballots received after Election Day,Ongoing,,2025-05523,,,,
28,EO-14248,Election Assistance Commission,Condition funding on states' compliance with uniform ballot receipt deadline,Ongoing,,2025-05523,,,,
29,EO-14248,Department of Justice,Prioritize enforcement to prevent foreign nationals from contributing to US elections,Ongoing,,2025-05523,,,,
30,EO-14248,Department of Treasury,Consult with DOJ on enforcement to prevent foreign nationals from contributing to US elections,Ongoing,,2025-05523,,,,
31,EO-14248,Department of Justice,Prioritize enforcement against lobbying by organizations receiving federal funds,Ongoing,,2025-05523,,,,
32,EO-14248,All Agencies,Cease all actions implementing Executive Order 14019,Ongoing,,2025-05523,,,,
33,EO-14248,All Agencies,Submit report on compliance with cessation of EO 14019 implementation,2025-06-23,,2025-05523,,,,
34,EO-14248,Election Assistance Commission,Submit report on compliance with cessation of EO 14019 implementation,2025-06-23,,2025-05523,,,,
0,EO-14249,Treasury,Update guidance and enhance systems for pre-certification verification processes,Ongoing,,2025-05524,,,,
1,EO-14249,All Agencies,Review and modify system of records notices to include routine use for Treasury,2025-06-23,,2025-05524,,,,
2,EO-14249,Treasury,Issue guidance on data access for fraud and improper payment prevention,Ongoing,,2025-05524,,,,
3,EO-14249,Treasury,Assess delegated disbursing authority and issue revocation notices as appropriate,2025-04-24,,2025-05524,,,,
4,EO-14249,Defense,Work with Treasury to delegate disbursing activities (except classified payments),Ongoing,,2025-05524,,,,
5,EO-14249,Homeland Security,Work with Treasury to delegate disbursing activities (except classified payments),Ongoing,,2025-05524,,,,
6,EO-14249,Justice,Work with Treasury to delegate disbursing activities (except classified payments),Ongoing,,2025-05524,,,,
7,EO-14249,Treasury,Develop plan to centralize and manage payments previously disbursed by NTDOs,Ongoing,,2025-05524,,,,
8,EO-14249,Treasury,Establish transition plan for agencies operating as NTDOs,Ongoing,,2025-05524,,,,
9,EO-14249,Agencies with delegated disbursing authority,Decommission internal payment systems and use Treasury's disbursement systems,Ongoing,,2025-05524,,,,
10,EO-14249,All Agencies,Submit compliance plan to OMB for transitioning disbursing authority,2025-06-23,,2025-05524,,,,
11,EO-14249,Treasury,Submit implementation report to the President through Assistant for Economic Policy,2025-09-21,,2025-05524,,,,
12,EO-14249,OMB,Issue guidance directing CFO Act agencies to consolidate core financial systems,2025-09-21,,2025-05524,,,,
13,EO-14249,OMB,Issue guidance directing non-CFO Act agencies to consolidate financial management services,2025-09-21,,2025-05524,,,,
14,EO-14249,CFO Act Agencies,Use standard financial management solutions through Financial Management Marketplace,Ongoing,,2025-05524,,,,
0,EO-14245,Department of State,Determine whether to impose 25% tariff on countries importing Venezuelan oil,2025-04-02,,2025-05440,,,,
1,EO-14245,"Department of State, Department of Treasury, Department of Commerce, Department of Homeland Security, USTR",Consult on tariff imposition decisions,2025-04-02,,2025-05440,,,,
2,EO-14245,Department of Commerce,Determine whether countries have imported Venezuelan oil,Ongoing,,2025-05440,,,,
3,EO-14245,Department of Commerce,Issue regulations and guidance to implement the order,Ongoing,,2025-05440,,,,
4,EO-14245,Department of Commerce,"Coordinate with other agencies to ensure compliance, in coordination with State Department and Attorney General",Ongoing,,2025-05440,,,,
5,EO-14245,Department of Commerce,Take additional actions to carry out the purposes of the order,Ongoing,,2025-05440,,,,
6,EO-14245,"Department of State, Department of Commerce",Submit initial report assessing effectiveness of tariffs and Maduro regime conduct,2025-09-20,,2025-05440,,,,
7,EO-14245,"Department of State, Department of Commerce",Submit periodic reports on tariff effectiveness and Maduro regime conduct (every 180 days),Ongoing,,2025-05440,,,,
8,EO-14245,Department of Commerce,Determine when to expire tariffs on countries that cease importing Venezuelan oil,Ongoing,,2025-05440,,,,
9,EO-14245,"Department of Commerce, Department of State, Department of Treasury, Department of Homeland Security, USTR",Consult on early termination of tariffs,Ongoing,,2025-05440,,,,
0,EO-14244,,,,,2025-05291,,,,
0,EO-14240,All Agency Heads,Submit proposals to GSA Administrator for GSA to conduct domestic procurement of common goods and services,2025-05-19,,2025-05197,,,,
1,EO-14240,GSA Administrator,Submit comprehensive plan to OMB Director for GSA to procure common goods and services across domestic government components,2025-06-18,,2025-05197,,,,
2,EO-14240,OMB Director,Designate GSA Administrator as executive agent for all Government-wide acquisition contracts for information technology,2025-04-19,,2025-05197,,,,
3,EO-14240,OMB Director,Issue memorandum to agencies implementing Section 3(c) of the order,2025-04-03,,2025-05197,,,,
4,EO-14240,GSA Administrator,Rationalize Government-wide indefinite delivery contract vehicles for information technology,Ongoing,,2025-05197,,,,
0,EO-14241,All agencies involved in mineral production permitting,Provide list of mineral production projects with pending applications to NEDC Chair,2025-03-30,,2025-05212,,,,
1,EO-14241,All agencies involved in mineral production permitting,Identify priority projects for immediate approval in coordination with NEDC Chair,2025-04-09,,2025-05212,,,,
2,EO-14241,NEDC Chair,Submit mineral production projects to Permitting Council Executive Director for Dashboard consideration,2025-04-04,,2025-05212,,,,
3,EO-14241,Permitting Council Executive Director,Publish selected projects and establish expedited review schedules,2025-04-19,,2025-05212,,,,
4,EO-14241,NEDC Chair,Issue request for information on regulatory bottlenecks for mineral production,2025-04-19,,2025-05212,,,,
5,EO-14241,NEDC Chair and Director of Office of Legislative Affairs,Submit recommendations to President on Mining Act of 1872 clarifications,2025-04-19,,2025-05212,,,,
6,EO-14241,Department of Interior,Identify and provide list of Federal lands with mineral deposits to Economic Policy and National Security Advisors,2025-03-30,,2025-05212,,,,
7,EO-14241,Department of Defense,Identify sites on Federal land suitable for mineral production leasing,2025-04-19,,2025-05212,,,,
8,EO-14241,Department of Interior,Identify sites on Federal land suitable for mineral production leasing,2025-04-19,,2025-05212,,,,
9,EO-14241,Department of Agriculture,Identify sites on Federal land suitable for mineral production leasing,2025-04-19,,2025-05212,,,,
10,EO-14241,Department of Energy,Identify sites on Federal land suitable for mineral production leasing,2025-04-19,,2025-05212,,,,
11,EO-14241,Department of Defense,Enter into extended use leases with private entities for mineral production,Ongoing,,2025-05212,,,,
12,EO-14241,Department of Energy,Enter into extended use leases with private entities for mineral production,Ongoing,,2025-05212,,,,
13,EO-14241,Department of Defense,Coordinate with agencies to ensure favorable terms for private parties in lease agreements,2025-04-19,,2025-05212,,,,
14,EO-14241,Department of Energy,Coordinate with agencies to ensure favorable terms for private parties in lease agreements,2025-04-19,,2025-05212,,,,
15,EO-14241,Department of Defense,Utilize National Security Capital Forum to facilitate private capital for mineral projects,Ongoing,,2025-05212,,,,
16,EO-14241,Department of Defense,Add mineral production as priority area for Industrial Base Analysis and Sustainment Program,2025-04-19,,2025-05212,,,,
17,EO-14241,US International Development Finance Corporation,Develop plan with Department of Defense for dedicated mineral production fund,2025-04-19,,2025-05212,,,,
18,EO-14241,Export-Import Bank,Release program guidance for mineral financing tools under Supply Chain Resiliency Initiative,2025-04-19,,2025-05212,,,,
19,EO-14241,Assistant Secretary of Defense for Industrial Base Policy,Convene mineral buyers and create request for bids to supply minerals,2025-04-19,,2025-05212,,,,
20,EO-14241,Small Business Administration,Submit recommendations for legislation to enhance capital activities for small businesses in mineral production,2025-05-04,,2025-05212,,,,
21,EO-14241,Small Business Administration,Promulgate regulations and guidance to support small businesses in mineral production,Ongoing,,2025-05212,,,,
0,EO-14242,Department of Education,Take all necessary steps to facilitate the closure of the Department of Education,Ongoing,,2025-05213,,,,
1,EO-14242,Department of Education,Return authority over education to the States and local communities,Ongoing,,2025-05213,,,,
2,EO-14242,Department of Education,Ensure effective and uninterrupted delivery of services during transition,Ongoing,,2025-05213,,,,
3,EO-14242,Department of Education,Ensure allocation of Department funds complies with Federal law and Administration policy,Ongoing,,2025-05213,,,,
4,EO-14242,Department of Education,"Ensure programs receiving Federal assistance terminate discrimination labeled as ""diversity equity and inclusion""",Ongoing,,2025-05213,,,,
0,EO-14243,All Agencies,Take all necessary steps to ensure designated Federal officials have full access to unclassified agency records for identifying waste/fraud/abuse,Ongoing,,2025-05214,,,,
1,EO-14243,All Agencies,Rescind or modify agency guidance that serves as a barrier to inter/intra-agency sharing of unclassified information,2025-04-19,,2025-05214,,,,
2,EO-14243,All Agencies,Review agency regulations governing unclassified data access and submit report to OMB with recommendations,2025-04-19,,2025-05214,,,,
3,EO-14243,All Agencies,Ensure Federal Government has unfettered access to comprehensive data from all State programs receiving Federal funding,Ongoing,,2025-05214,,,,
4,EO-14243,Department of Labor,Provide Secretary of Labor and designees unfettered access to all unemployment data and related payment records,Ongoing,,2025-05214,,,,
5,EO-14243,All Agencies,Conduct review of classified information policies and submit report to OMB with recommendations,2025-05-04,,2025-05214,,,,
0,EO-14239,Assistant to the President for National Security Affairs,Publish a National Resilience Strategy in coordination with Assistant to the President for Economic Policy and relevant agency heads,2025-06-16,,2025-04973,,,,
1,EO-14239,Assistant to the President for National Security Affairs,Review all critical infrastructure policies and recommend revisions to the President,2025-09-14,,2025-04973,,,,
2,EO-14239,Assistant to the President for National Security Affairs,Review all national continuity policies and recommend revisions to the President,2025-09-14,,2025-04973,,,,
3,EO-14239,Assistant to the President for National Security Affairs,Review all national preparedness and response policies and recommend revisions to the President,2025-11-13,,2025-04973,,,,
4,EO-14239,Assistant to the President for National Security Affairs,Coordinate development of a National Risk Register,2025-11-13,,2025-04973,,,,
5,EO-14239,Secretary of Homeland Security,Propose changes to Federal National Functions Constructs policies and implementing documents,2026-03-18,,2025-04973,,,,
6,EO-14239,Assistant to the President for National Security Affairs,Review and revise the National Resilience Strategy (at least every 4 years),2029-06-16,,2025-04973,,,,
7,EO-14239,Assistant to the President for National Security Affairs,Review and revise the National Risk Register (at least every 4 years),2029-11-13,,2025-04973,,,,
0,EO-14236,Assistant to the President for Domestic Policy,Continue compiling lists of additional orders to be rescinded,Ongoing,,2025-04866,,,,
1,EO-14236,Assistant to the President for Economic Policy,Continue compiling lists of additional orders to be rescinded,Ongoing,,2025-04866,,,,
2,EO-14236,Assistant to the President for National Security Affairs,Continue compiling lists of additional orders to be rescinded,Ongoing,,2025-04866,,,,
0,EO-14237,Attorney General,Suspend active security clearances held by individuals at Paul Weiss and Mark Pomerantz,2025-03-14,,2025-04867,,,,
1,EO-14237,Director of National Intelligence,Suspend active security clearances held by individuals at Paul Weiss and Mark Pomerantz,2025-03-14,,2025-04867,,,,
2,EO-14237,All relevant agency heads,Suspend active security clearances held by individuals at Paul Weiss and Mark Pomerantz,2025-03-14,,2025-04867,,,,
3,EO-14237,Office of Management and Budget,Identify all Government goods/property/material/services provided for the benefit of Paul Weiss,2025-03-14,,2025-04867,,,,
4,EO-14237,All agencies providing material/services to Paul Weiss,Cease provision of Government goods/property/material/services to Paul Weiss,2025-03-14,,2025-04867,,,,
5,EO-14237,Government contracting agencies,Require contractors to disclose business with Paul Weiss,2025-03-14,,2025-04867,,,,
6,EO-14237,All agency heads,Review all contracts with Paul Weiss or entities doing business with Paul Weiss,2025-03-14,,2025-04867,,,,
7,EO-14237,All agency heads,Take steps to terminate contracts where Paul Weiss performs services,2025-03-14,,2025-04867,,,,
8,EO-14237,All agency heads,Submit assessment of contracts with Paul Weiss and actions taken to OMB,2025-04-13,,2025-04867,,,,
9,EO-14237,All agency heads,Provide guidance limiting Paul Weiss employees' access to Federal buildings,2025-03-14,,2025-04867,,,,
10,EO-14237,All agency heads,Provide guidance limiting Government employees' engagement with Paul Weiss employees,2025-03-14,,2025-04867,,,,
11,EO-14237,All agency officials,Refrain from hiring Paul Weiss employees without agency head waiver,Ongoing,,2025-04867,,,,
12,EO-14237,Agency heads,Consult with OPM Director for waivers to hire Paul Weiss employees,Ongoing,,2025-04867,,,,
0,EO-14238,Federal Mediation and Conciliation Service,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,2025-04868,,,,
1,EO-14238,United States Agency for Global Media,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,2025-04868,,,,
2,EO-14238,Woodrow Wilson International Center for Scholars,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,2025-04868,,,,
3,EO-14238,Institute of Museum and Library Services,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,2025-04868,,,,
4,EO-14238,United States Interagency Council on Homelessness,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,2025-04868,,,,
5,EO-14238,Community Development Financial Institutions Fund,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,2025-04868,,,,
6,EO-14238,Minority Business Development Agency,Submit report to OMB confirming compliance and explaining statutorily required functions,2025-03-21,,2025-04868,,,,
7,EO-14238,Office of Management and Budget,Review and reject funding requests inconsistent with the order,Ongoing,,2025-04868,,,,
0,EO-14235,Department of Education,Propose revisions to 34 CFR 685.219 (Public Service Loan Forgiveness Program) to exclude organizations engaging in activities with substantial illegal purpose,Ongoing,,2025-04103,,,,
1,EO-14235,Department of Treasury,Coordinate with Department of Education on revisions to 34 CFR 685.219 as appropriate,Ongoing,,2025-04103,,,,
0,EO-14230,Attorney General,Suspend active security clearances held by individuals at Perkins Coie,Immediate,,2025-03989,,,,
1,EO-14230,Director of National Intelligence,Suspend active security clearances held by individuals at Perkins Coie,Immediate,,2025-03989,,,,
2,EO-14230,All relevant agency heads,Suspend active security clearances held by individuals at Perkins Coie,Immediate,,2025-03989,,,,
3,EO-14230,Office of Management and Budget,Identify all Government goods/property/material/services provided to Perkins Coie,Immediate,,2025-03989,,,,
4,EO-14230,All agency heads,Cease provision of material or services to Perkins Coie,Immediate,,2025-03989,,,,
5,EO-14230,Government contracting agencies,Require contractors to disclose business with Perkins Coie,Immediate,,2025-03989,,,,
6,EO-14230,All agency heads,Review all contracts with Perkins Coie or entities doing business with them,Immediate,,2025-03989,,,,
7,EO-14230,All agency heads,Take steps to terminate contracts with Perkins Coie,Immediate,,2025-03989,,,,
8,EO-14230,All agency heads,Submit assessment of contracts with Perkins Coie to OMB,2025-04-05,,2025-03989,,,,
9,EO-14230,Equal Employment Opportunity Commission Chair,Review practices of large law firms for Title VII compliance,Ongoing,,2025-03989,,,,
10,EO-14230,Attorney General,Investigate large law firms for compliance with non-discrimination laws,Ongoing,,2025-03989,,,,
11,EO-14230,All agency heads,Provide guidance limiting Perkins Coie employee access to Federal buildings,Immediate,,2025-03989,,,,
12,EO-14230,All agency heads,Provide guidance limiting Government employee engagement with Perkins Coie,Immediate,,2025-03989,,,,
13,EO-14230,All agency heads,Refrain from hiring Perkins Coie employees without waiver,Ongoing,,2025-03989,,,,
0,EO-14231,Customs and Border Protection,Implement tariff exemptions for goods of Canada under HTSUS general note 11,2025-03-07,,2025-03990,,,,
1,EO-14231,Customs and Border Protection,Reduce duty rate on potash not covered by USMCA exemptions from 25% to 10%,2025-03-07,,2025-03990,,,,
0,EO-14232,Customs and Border Protection,Implement exemption of duties for articles entered free of duty as goods of Mexico under general note 11 to HTSUS,2025-03-07,,2025-03991,,,,
1,EO-14232,Customs and Border Protection,Reduce additional duty rate on potash not exempt under Section 2(a) to 10 percent,2025-03-07,,2025-03991,,,,
0,EO-14233,Department of the Treasury,Establish an office to administer and maintain control of the Strategic Bitcoin Reserve,2025-04-05,,2025-03992,,,,
1,EO-14233,Department of the Treasury,Establish an office to administer and maintain control of the United States Digital Asset Stockpile,2025-04-05,,2025-03992,,,,
2,EO-14233,All Executive Agencies,Review authorities to transfer Government BTC to the Strategic Bitcoin Reserve and submit report to Treasury Secretary,2025-04-05,,2025-03992,,,,
3,EO-14233,All Executive Agencies,Review authorities to transfer Stockpile Assets to the United States Digital Asset Stockpile and submit report to Treasury Secretary,2025-04-05,,2025-03992,,,,
4,EO-14233,Department of the Treasury & Department of Commerce,Develop strategies for acquiring additional Government BTC that are budget neutral,Ongoing,,2025-03992,,,,
5,EO-14233,Department of the Treasury,Deliver evaluation of legal and investment considerations for establishing and managing the Strategic Bitcoin Reserve and United States Digital Asset Stockpile,2025-05-05,,2025-03992,,,,
6,EO-14233,All Executive Agencies,Provide full accounting of all Government Digital Assets to Treasury Secretary and President's Working Group on Digital Asset Markets,2025-04-05,,2025-03992,,,,
0,EO-14229,Department of the Interior,Update procedures and take actions to rename Anahuac National Wildlife Refuge as Jocelyn Nungaray National Wildlife Refuge,2025-04-03,,2025-03869,,,,
1,EO-14229,Department of the Interior,Provide guidance to ensure all Federal references reflect the renaming of the wildlife refuge,Ongoing,,2025-03869,,,,
0,EO-14228,Office of the United States Trade Representative,Implement increase of ad valorem tariffs on PRC products from 10% to 20%,2025-03-03,,2025-03775,,,,
1,EO-14228,Department of Treasury,Monitor compliance with increased tariffs on PRC products,Ongoing,,2025-03775,,,,
2,EO-14228,Department of Commerce,Enforce increased tariffs on PRC products,Ongoing,,2025-03775,,,,
3,EO-14228,Customs and Border Protection,Apply 20% tariff rate to applicable PRC imports,2025-03-03,,2025-03775,,,,
4,EO-14228,Office of Management and Budget,Ensure implementation consistent with budgetary and administrative requirements,Ongoing,,2025-03775,,,,
0,EO-14223,Department of Commerce,Initiate an investigation under section 232 of the Trade Expansion Act on imports of timber lumber and derivative products,Immediate,,2025-03693,,,,
1,EO-14223,Department of Commerce,Consult with Secretary of Defense and other relevant agency heads on national security risks of timber/lumber imports,Ongoing,,2025-03693,,,,
2,EO-14223,Department of Commerce,Submit report to President on findings and recommendations regarding timber/lumber imports and national security,2025-11-26,,2025-03693,,,,
3,EO-14223,Department of Commerce,Assess current and projected demand for timber and lumber in the US as part of investigation,2025-11-26,,2025-03693,,,,
4,EO-14223,Department of Commerce,Assess extent domestic production can meet demand as part of investigation,2025-11-26,,2025-03693,,,,
5,EO-14223,Department of Commerce,Assess role of foreign supply chains in meeting US demand as part of investigation,2025-11-26,,2025-03693,,,,
6,EO-14223,Department of Commerce,Assess impact of foreign subsidies and trade practices on US industry competitiveness,2025-11-26,,2025-03693,,,,
7,EO-14223,Department of Commerce,Assess feasibility of increasing domestic capacity to reduce imports,2025-11-26,,2025-03693,,,,
8,EO-14223,Department of Commerce,Assess impact of current trade policies and need for additional measures,2025-11-26,,2025-03693,,,,
9,EO-14223,Department of Commerce,Develop recommendations on actions to mitigate threats including potential tariffs/export controls,2025-11-26,,2025-03693,,,,
10,EO-14223,Department of Commerce,Develop policy recommendations for strengthening US timber/lumber supply chain,2025-11-26,,2025-03693,,,,
0,EO-14224,Attorney General,Rescind policy guidance documents issued pursuant to Executive Order 13166,Ongoing,,2025-03694,,,,
1,EO-14224,Attorney General,Provide updated guidance consistent with applicable law,Ongoing,,2025-03694,,,,
0,EO-14225,Department of Interior,Issue new or updated guidance on tools to facilitate increased timber production through BLM,2025-03-31,,2025-03695,,,,
1,EO-14225,Department of Agriculture,Issue new or updated guidance on tools to facilitate increased timber production through USFS,2025-03-31,,2025-03695,,,,
2,EO-14225,Department of Interior,Submit legislative proposals to expand authorities for timber production to OMB,2025-03-31,,2025-03695,,,,
3,EO-14225,Department of Agriculture,Submit legislative proposals to expand authorities for timber production to OMB,2025-03-31,,2025-03695,,,,
4,EO-14225,Department of Interior & Department of Commerce,Complete strategy on USFS and BLM forest management projects under ESA Section 7,2025-04-30,,2025-03695,,,,
5,EO-14225,Department of Interior,Examine authorities for delegating ESA Section 7 consultation requirements,2025-04-30,,2025-03695,,,,
6,EO-14225,Department of Interior,Provide legislative proposal for streamlining ESA consultation if necessary,2025-04-30,,2025-03695,,,,
7,EO-14225,Department of Interior & Department of Agriculture,Submit plan with timber sale targets for next 4 years from BLM and USFS lands,2025-05-30,,2025-03695,,,,
8,EO-14225,Department of Interior & Department of Agriculture,Complete the Whitebark Pine Rangewide Programmatic Consultation,2025-06-29,,2025-03695,,,,
9,EO-14225,Department of Interior & Department of Agriculture,Consider and adopt categorical exclusions established by other agencies if appropriate,2025-08-28,,2025-03695,,,,
10,EO-14225,Department of Interior,Consider establishing new categorical exclusion for timber thinning,2025-12-06,,2025-03695,,,,
11,EO-14225,Department of Interior,Consider re-establishing categorical exclusion for timber salvage activities,2025-12-06,,2025-03695,,,,
12,EO-14225,All relevant agencies,Eliminate undue delays in permitting processes for timber production,Ongoing,,2025-03695,,,,
13,EO-14225,All relevant agencies,Suspend/revise/rescind regulations that impose undue burden on timber production,Ongoing,,2025-03695,,,,
14,EO-14225,Department of Interior,Ensure prompt review of Endangered Species Committee submissions,Ongoing,,2025-03695,,,,
15,EO-14225,Endangered Species Committee,Develop and submit report on ESA obstacles to timber production,Ongoing,,2025-03695,,,,
16,EO-14225,Department of Interior,Ensure FWS availability for ESA emergency regulation consultations,Ongoing,,2025-03695,,,,
17,EO-14225,Department of Commerce,Ensure NOAA Fisheries availability for ESA emergency regulation consultations,Ongoing,,2025-03695,,,,
0,EO-14226,Secretary of Commerce,Notify the President when adequate systems are in place to process and collect tariff revenue for covered articles eligible for de minimis treatment,Ongoing,,2025-03728,,,,
0,EO-14227,Secretary of Commerce,Notify the President when adequate systems are in place to fully and expeditiously process and collect tariff revenue applicable for covered articles otherwise eligible for de minimis treatment,Ongoing,,2025-03729,,,,
0,EO-14220,Department of Commerce,Initiate investigation under section 232 of the Trade Expansion Act on effects of copper imports on national security,2025-02-25,,2025-03439,,,,
1,EO-14220,Department of Commerce,Consult with Secretary of Defense on national security risks of copper import dependency,2025-11-22,,2025-03439,,,,
2,EO-14220,Department of Commerce,Consult with Secretary of the Interior on national security risks of copper import dependency,2025-11-22,,2025-03439,,,,
3,EO-14220,Department of Commerce,Consult with Secretary of Energy on national security risks of copper import dependency,2025-11-22,,2025-03439,,,,
4,EO-14220,Department of Commerce,Consult with other relevant agency heads as determined by Secretary of Commerce,2025-11-22,,2025-03439,,,,
5,EO-14220,Department of Commerce,Submit report to President on findings and recommendations regarding copper imports and national security,2025-11-22,,2025-03439,,,,
0,EO-14221,Department of Treasury,Take action to require disclosure of actual prices of items and services (not estimates),2025-05-26,,2025-03440,,,,
1,EO-14221,Department of Labor,Take action to require disclosure of actual prices of items and services (not estimates),2025-05-26,,2025-03440,,,,
2,EO-14221,Department of Health and Human Services,Take action to require disclosure of actual prices of items and services (not estimates),2025-05-26,,2025-03440,,,,
